1　乗用型トラクター(2駆・4駆・クローラ),"","","","","","","","","","","","","","","","","","","","","",""
"",(3)20～25馬力,"","","","","","","","","","","","","","","","","","","","",""
"",①東北,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式,台数,馬力,駆動方式,"","","",安全フレーム,"","","",ロータリ,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",2駆,4駆,ハーフ,フル,キャビン,４柱,２柱,フレ無し,有り,無し,"","","","",最高,平均,最低,""
"",クボタ,GB20,4,20,"",●,"","","","",●,"",●,"",96,～,"",96,741,575,463,""
"",クボタ,GB200,3,20,"",●,"","","","",●,"",●,"",00,～,"",00,1055,775,449,""
"",クボタ,GL200,3,20,"",●,"","","","",●,"",●,"",93,～,"",93,1264,872,397,""
"",クボタ,GL201,3,21,"",●,"","","","",●,"",●,"",96,～,"",96,1010,671,403,""
"",クボタ,GL-21,8,21,"",●,"","","","","",●,●,"",90,～,"",93,750,511,315,""
"",クボタ,GL240,9,24,"",●,"","","","",●,"",●,"",93,～,"",93,1103,720,463,""
"",クボタ,GT21,3,21,"",●,"","","","",●,"",●,"",97,～,"",97,962,689,350,""
"",クボタ,GT-3,3,21,"",●,"","","","",●,"",●,"",92,～,"",92,781,563,287,""
"",クボタ,GT-3,4,21,"",●,"","","","","",●,●,"",92,～,"",92,757,617,528,""
"",クボタ,KL23,4,23,"",●,"","","","",●,"",●,"",99,～,"",99,1227,1063,826,""
"",クボタ,KT24,4,24,"",●,"","",●,"","","",●,"",02,～,"",02,2083,1542,845,""
"",クボタ,KT24,8,24,"",●,"","","","",●,"",●,"",02,～,"",02,1550,1217,1000,""
"",クボタ,L1-22,4,22,"",●,"","","","","",●,●,"",86,～,"",86,556,438,367,""
"",クボタ,L1-225,5,22,"",●,"","","","","",●,●,"",86,～,"",86,722,504,320,""
"",クボタ,L1-245,3,24,"",●,"","","","","",●,●,"",86,～,"",86,491,416,352,""
"",クボタ,T200,5,20,"",●,"","","","",●,"",●,"",00,～,"",00,1000,864,600,""
"",クボタ,T22,12,22,"",●,"","","","",●,"",●,"",99,～,"",99,1053,739,509,""
"",クボタ,T220,3,22,"",●,"","","","",●,"",●,"",00,～,"",00,873,694,532,""
"",クボタ,T240D,4,24,"",●,"","","","",●,"",●,"",06,～,"",06,1500,1407,1259,""
"",クボタ,T240D(PC),5,24,"","",●,"",●,"","","",●,"",06,～,"",06,2207,1866,1500,""
"",クボタ,T240D(PC),4,24,"","",●,"","","",●,"",●,"",06,～,"",06,1500,1172,750,""
"",ヤンマー,AF120,4,20,"",●,"","","","",●,"",●,"",01,～,"",04,1093,935,770,""
"",ヤンマー,AF220S,12,20,"",●,"","","","",●,"",●,"",98,～,"",03,1051,825,420,""
"",ヤンマー,AF222,4,22,"",●,"","","","",●,"",●,"",99,～,"",03,1111,989,920,""
"",ヤンマー,CT122,3,22,"","","",●,"","",●,"",●,"",08,～,"",09,2200,1589,1113,""
"",ヤンマー,EF220,5,20,"",●,"","","","",●,"",●,"",01,～,"",07,1400,1113,1000,""
"",ヤンマー,EF222,3,22,"",●,"","","","",●,"",●,"",06,～,"",06,1250,1102,970,""
"",ヤンマー,EG224,3,24,"",●,"","",●,"","","",●,"",08,～,"",11,2358,1816,966,""
"",ヤンマー,F-200,3,20,"",●,"","","","",●,"",●,"",91,～,"",94,700,585,500,""
"",ヤンマー,F-210,4,21,●,"","","","","",●,"",●,"",94,～,"",03,841,547,99,""
"",ヤンマー,F215,3,21,"",●,"","","","",●,"",●,"",86,～,"",98,500,434,370,""
"",ヤンマー,F-230,5,23,●,"","","","","",●,"",●,"",96,～,"",97,1550,779,323,""
"",ヤンマー,RS-24,5,24,"",●,"","","","",●,"",●,"",85,～,"",01,940,857,741,""
"",ヤンマー,YM2020,3,20,"",●,"","","","","",●,●,"",87,～,"",89,370,294,162,""
"",ヤンマー,YM2420,3,24,"",●,"","","","","",●,●,"",82,～,"",82,343,343,343,""
