2　乗用型田植機(クランク式・ロータリー式),"","","","","","","","","","","","","","","",""
"",(2)5条,"","","","","","","","","","","","","","",""
"",②関東,"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式　　　　(派生を含む),台数,条数,植付け方式,"",施肥機,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",クランク,ロータリー,有,無,"","","","",最高,平均,最低,""
"",ヰセキ,PA53,4,5,"",●,"",●,95,～,"",97,200,138,90,""
"",ヰセキ,PG53,3,5,"",●,"",●,03,～,"",05,520,416,350,""
"",ヰセキ,PQ5,4,5,"",●,"",●,03,～,"",04,350,273,80,""
"",ヰセキ,PQZ5,5,5,"",●,"",●,08,～,"",11,800,602,450,""
"",ヰセキ,PZ50,4,5,"",●,"",●,06,～,"",10,900,662,550,""
"",クボタ,SPA5,3,5,"",●,"",●,93,～,"",93,370,330,250,""
"",クボタ,SPJ500,5,5,"",●,"",●,99,～,"",99,330,297,278,""
"",クボタ,SPU50,5,5,"",●,●,"",00,～,"",00,556,443,278,""
"",クボタ,SPU50,9,5,"",●,"",●,00,～,"",03,463,326,118,""
"",クボタ,SPU500,3,5,"",●,●,"",03,～,"",03,787,502,178,""
"",クボタ,SPU500,3,5,"",●,"",●,03,～,"",04,500,469,444,""
"",クボタ,SPU500P,4,5,"",●,"",●,08,～,"",08,602,579,556,""
"",三菱,MPR510,3,5,"",●,"",●,00,～,"",00,171,119,65,""
"",ヤンマー,VP5,3,5,"",●,●,"",02,～,"",02,463,432,370,""
"",ヤンマー,VP5,4,5,"",●,"",●,02,～,"",04,741,513,338,""
"",ヤンマー,VP5C,3,5,"",●,●,"",02,～,"",03,741,479,305,""
"",ヤンマー,VP5C,6,5,"",●,"",●,03,～,"",05,667,568,417,""
