2　乗用型田植機(クランク式・ロータリー式),"","","","","","","","","","","","","","","",""
"",(4)7～10条,"","","","","","","","","","","","","","",""
"",②東北,"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式　　　　(派生を含む),台数,条数,植付け方式,"",施肥機,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",クランク,ロータリー,有,無,"","","","",最高,平均,最低,""
"",ヰセキ,PG73,3,7,"",●,●,"",03,～,"",06,930,493,250,""
"",ヰセキ,PG73,8,7,"",●,"",●,01,～,"",06,684,522,350,""
"",ヰセキ,PZ70,4,7,"",●,●,"",07,～,"",09,1350,1125,850,""
"",ヰセキ,PG83,5,8,"",●,●,"",03,～,"",05,800,572,400,""
"",ヰセキ,PG83,3,8,"",●,"",●,03,～,"",06,600,511,437,""
"",ヰセキ,PZ80,3,8,"",●,●,"",08,～,"",09,1600,1363,1188,""
"",ヰセキ,PZ83,3,8,"",●,●,"",13,～,"",14,2970,2228,1555,""
"",クボタ,NSD8,14,8,"",●,●,"",07,～,"",10,1954,1436,600,""
"",クボタ,NSD8,3,8,"",●,"",●,07,～,"",07,1362,977,734,""
"",クボタ,NSU87,10,8,"",●,●,"",06,～,"",09,1781,1297,700,""
"",クボタ,NSU87,8,8,"",●,"",●,06,～,"",09,1282,932,556,""
"",クボタ,SPD8,3,8,"",●,"",●,02,～,"",05,1000,549,185,""
"",クボタ,SPU85,3,8,"",●,●,"",00,～,"",02,466,389,300,""
"",クボタ,SPU85,5,8,"",●,"",●,00,～,"",00,556,322,148,""
"",クボタ,SPU850,10,8,"",●,●,"",03,～,"",03,1000,683,278,""
"",クボタ,SPU850,6,8,"",●,"",●,03,～,"",03,986,497,56,""
"",三菱,LV8,6,8,"",●,●,"",05,～,"",07,1300,890,365,""
"",ヤンマー,GP8,11,8,"",●,"",●,97,～,"",97,800,302,09,""
"",ヤンマー,RR8,6,8,"",●,"",●,00,～,"",00,468,276,10,""
"",ヤンマー,VP8,5,8,"",●,●,"",00,～,"",03,815,524,150,""
"",ヤンマー,VP8,7,8,"",●,"",●,05,～,"",06,880,597,231,""
"",ヤンマー,VP80D,3,8,"",●,●,"",08,～,"",09,1148,690,200,""
"",ヤンマー,VP80D,4,8,"",●,"",●,07,～,"",08,1944,1158,781,""
"",ヤンマー,VP8D,6,8,"",●,"",●,04,～,"",07,910,603,220,""
