2　乗用型田植機(クランク式・ロータリー式),"","","","","","","","","","","","","","","",""
"",(4)7～10条,"","","","","","","","","","","","","","",""
"",③関東,"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式　　　　(派生を含む),台数,条数,植付け方式,"",施肥機,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",クランク,ロータリー,有,無,"","","","",最高,平均,最低,""
"",ヰセキ,PZ70,4,7,"",●,●,"",08,～,"",10,800,655,540,""
"",ヰセキ,PZ70,3,7,"",●,"",●,07,～,"",08,948,767,600,""
"",ヰセキ,PZ80,3,8,"",●,●,"",08,～,"",11,1500,901,324,""
"",クボタ,NSD8,3,8,"",●,●,"",07,～,"",10,1383,1129,800,""
"",クボタ,SPD8,4,8,"",●,●,"",02,～,"",06,700,353,09,""
"",クボタ,SPU85,3,8,"",●,●,"",00,～,"",00,475,346,100,""
"",クボタ,SPU850,3,8,"",●,●,"",03,～,"",04,926,785,694,""
"",三菱,LV8,5,8,"",●,●,"",05,～,"",05,1093,609,185,""
"",三菱,LV8,4,8,"",●,"",●,04,～,"",11,1170,790,600,""
"",ヤンマー,VP8,3,8,"",●,●,"",00,～,"",05,880,848,800,""
"",ヤンマー,VP80D,3,8,"",●,●,"",08,～,"",09,1204,744,185,""
"",ヤンマー,VP8D,3,8,"",●,"",●,03,～,"",06,980,517,109,""
