2　乗用型田植機(クランク式・ロータリー式),"","","","","","","","","","","","","","","",""
"",(3)6条,"","","","","","","","","","","","","","",""
"",③関東,"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式　　　　(派生を含む),台数,条数,植付け方式,"",施肥機,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",クランク,ロータリー,有,無,"","","","",最高,平均,最低,""
"",ヰセキ,PA63,4,6,"",●,"",●,95,～,"",00,450,302,108,""
"",ヰセキ,PG6,5,6,"",●,"",●,01,～,"",03,450,254,50,""
"",ヰセキ,PG63,5,6,"",●,●,"",02,～,"",05,600,380,50,""
"",ヰセキ,PG63,4,6,"",●,"",●,02,～,"",06,650,488,300,""
"",ヰセキ,PGM6,3,6,"",●,●,"",00,～,"",03,199,76,10,""
"",ヰセキ,PZ60,10,6,"",●,●,"",06,～,"",11,1400,913,600,""
"",ヰセキ,PZ60,13,6,"",●,"",●,06,～,"",11,1380,762,410,""
"",クボタ,NSU65,9,6,"",●,●,"",06,～,"",09,1389,955,346,""
"",クボタ,NSU65,5,6,"",●,"",●,06,～,"",09,1080,967,900,""
"",クボタ,SPA6,9,6,"",●,"",●,93,～,"",08,370,168,25,""
"",クボタ,SPA65,5,6,"",●,"",●,96,～,"",96,390,219,70,""
"",クボタ,SPU60,3,6,"",●,●,"",00,～,"",00,520,335,22,""
"",クボタ,SPU60,5,6,"",●,"",●,00,～,"",00,500,333,185,""
"",クボタ,SPU600,5,6,"",●,"",●,03,～,"",03,741,526,390,""
"",クボタ,SPU65,7,6,"",●,●,"",00,～,"",00,657,472,250,""
"",クボタ,SPU65,5,6,"",●,"",●,00,～,"",00,620,461,324,""
"",クボタ,SPU650,12,6,"",●,●,"",03,～,"",05,850,504,177,""
"",クボタ,SPU650,7,6,"",●,"",●,03,～,"",06,600,426,200,""
"",三菱,LV6,5,6,"",●,●,"",03,～,"",05,417,337,250,""
"",三菱,LV6,4,6,"",●,"",●,02,～,"",07,1300,838,463,""
"",三菱,MPR605,3,6,"",●,"",●,92,～,"",95,185,144,97,""
"",ヤンマー,RJ6,5,6,"",●,●,"",11,～,"",11,1481,1394,1093,""
"",ヤンマー,RR6,6,6,"",●,"",●,97,～,"",00,400,273,139,""
"",ヤンマー,RR600,4,6,"",●,"",●,96,～,"",98,278,129,20,""
"",ヤンマー,VP6,4,6,"",●,●,"",01,～,"",06,756,613,519,""
"",ヤンマー,VP6,14,6,"",●,"",●,02,～,"",06,750,448,139,""
"",ヤンマー,VP60X,4,6,"",●,●,"",07,～,"",07,1296,868,417,""
"",ヤンマー,VP60X,3,6,"",●,"",●,08,～,"",08,1091,797,600,""
