2　乗用型田植機(クランク式・ロータリー式),"","","","","","","","","","","","","","","",""
"",(2)5条,"","","","","","","","","","","","","","",""
"",④東海,"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式　　　　(派生を含む),台数,条数,植付け方式,"",施肥機,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",クランク,ロータリー,有,無,"","","","",最高,平均,最低,""
"",ヰセキ,PA50D,3,5,"",●,●,"",93,～,"",95,160,113,30,""
"",ヰセキ,PA53,5,5,"",●,●,"",94,～,"",00,370,307,130,""
"",ヰセキ,PG53,9,5,"",●,●,"",02,～,"",07,962,645,500,""
"",ヰセキ,PQZ5,3,5,"",●,●,"",08,～,"",11,1030,910,700,""
"",ヰセキ,PZ50,8,5,"",●,●,"",06,～,"",11,1150,838,650,""
"",ヰセキ,NSU55,3,5,"",●,●,"",06,～,"",09,1157,933,770,""
"",クボタ,SPU50,3,5,"",●,●,"",00,～,"",00,463,343,148,""
"",三菱,MPR510,3,5,"",●,●,"",00,～,"",00,176,106,03,""
"",ヤンマー,RJ5,4,5,"",●,●,"",11,～,"",13,1500,1391,1287,""
"",ヤンマー,RR5,4,5,"",●,●,"",00,～,"",00,120,56,09,""
"",ヤンマー,RR50,4,5,"",●,"",●,91,～,"",91,93,27,05,""
"",ヤンマー,RR500,5,5,"",●,"",●,96,～,"",97,185,90,05,""
"",ヤンマー,RR55,3,5,"",●,●,"",90,～,"",90,28,12,05,""
"",ヤンマー,RR550,4,5,"",●,●,"",93,～,"",95,150,41,05,""
"",ヤンマー,RR550,7,5,"",●,"",●,93,～,"",97,185,62,05,""
"",ヤンマー,VP5,7,5,"",●,●,"",02,～,"",07,787,611,200,""
"",ヤンマー,VP5C,4,5,"",●,"",●,05,～,"",05,370,324,278,""
