3　コンバイン(タンク　有・無),"","","","","","","","","","","","","","","",""
"",(4)5条,"","","","","","","","","","","","","","",""
"",②東北,"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式　　　　(派生を含む),台数,条数,タンク,"",キャビン,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",有,無,有,無,"","","","",最高,平均,最低,""
"",クボタ,AR60,3,5,●,"","",●,00,～,"",00,1852,1565,1343,""
"",クボタ,AR70,3,5,●,"","",●,00,～,"",00,1550,1235,860,""
"",クボタ,ARN570,6,5,●,"","",●,05,～,"",05,3194,1702,126,""
"",クボタ,ARN585,4,5,●,"","",●,05,～,"",05,3930,3080,2315,""
"",クボタ,ER572,4,5,●,"","",●,08,～,"",08,5370,4343,3704,""
"",クボタ,ER572N,4,5,●,"","",●,11,～,"",11,6206,4789,3937,""
"",ヤンマー,GC558,7,5,●,"","",●,00,～,"",05,3056,1946,1213,""
"",ヤンマー,GC561,4,5,●,"","",●,05,～,"",06,3362,2987,2639,""
"",ヤンマー,GC580,15,5,●,"","",●,04,～,"",05,2778,2332,1296,""
"",ヤンマー,GC70,3,5,●,"","",●,98,～,"",98,1574,561,10,""
