1　乗用型トラクター(2駆・4駆・クローラ),"","","","","","","","","","","","","","","","","","","","","",""
"",(1)15馬力未満,"","","","","","","","","","","","","","","","","","","","",""
"",③関東,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式,台数,馬力,駆動方式,"","","",安全フレーム,"","","",ロータリ,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",2駆,4駆,ハーフ,フル,キャビン,４柱,２柱,フレ無し,有り,無し,"","","","",最高,平均,最低,""
"",ヰセキ,TF5,3,14.8,"",●,"","","","",●,"",●,"",93,～,"",13,418,293,160,""
"",クボタ,A-13,3,13,"",●,"","","","","",●,●,"",91,～,"",91,380,235,56,""
"",クボタ,A-14,3,14.5,"",●,"","","","","",●,"",●,91,～,"",91,231,188,130,""
"",クボタ,B1-14,5,14.5,"",●,"","","","","",●,●,"",85,～,"",85,278,151,119,""
"",クボタ,B1502,3,14.9,"",●,"","","","","",●,●,"",82,～,"",82,113,113,113,""
"",クボタ,B-40,4,14,"",●,"","","","","",●,●,"",90,～,"",90,114,59,28,""
"",クボタ,GB13,3,13,"",●,"","","","",●,"",●,"",97,～,"",97,463,306,185,""
"",ヤンマー,KE-40,3,14,"",●,"","","","","",●,●,"",95,～,"",95,556,378,208,""
"",ヤンマー,KE-4A,3,14,"",●,"","","","",●,"",●,"",93,～,"",00,417,287,46,""
