1　乗用型トラクター(2駆・4駆・クローラ),"","","","","","","","","","","","","","","","","","","","","",""
"",(2)15～20馬力,"","","","","","","","","","","","","","","","","","","","",""
"",②関東,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式,台数,馬力,駆動方式,"","","",安全フレーム,"","","",ロータリ,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",2駆,4駆,ハーフ,フル,キャビン,４柱,２柱,フレ無し,有り,無し,"","","","",最高,平均,最低,""
"",ヰセキ,TF173,3,17.5,"",●,"","","","",●,"",●,"",96,～,"",10,650,567,500,""
"",ヰセキ,TF19,4,19,"",●,"","","","",●,"",●,"",93,～,"",08,650,290,80,""
"",ヰセキ,TF193,4,19.5,"",●,"","","","",●,"",●,"",96,～,"",01,569,466,349,""
"",ヰセキ,TM15,4,15,"",●,"","","","",●,"",●,"",95,～,"",01,380,285,150,""
"",ヰセキ,TM17,3,16.5,"",●,"","","","",●,"",●,"",97,～,"",07,500,450,351,""
"",クボタ,A-15,3,15.5,"",●,"","","","","",●,●,"",88,～,"",88,210,160,135,""
"",クボタ,A-15,5,15.5,"",●,"","","","","",●,"",●,88,～,"",88,500,337,130,""
"",クボタ,A-155,4,16,"",●,"","","","","",●,●,"",92,～,"",92,330,233,146,""
"",クボタ,A-17,3,17,"",●,"","","","","",●,●,"",88,～,"",88,151,151,151,""
"",クボタ,A-175,9,17.5,"",●,"","","","","",●,●,"",92,～,"",92,370,273,162,""
"",クボタ,A-195,3,19,"",●,"","","","","",●,●,"",92,～,"",92,389,288,178,""
"",クボタ,B1-15,8,15.5,"",●,"","","","","",●,●,"",85,～,"",85,232,146,62,""
"",クボタ,B1600,6,16,"",●,"","","","","",●,●,"",79,～,"",79,108,108,108,""
"",クボタ,B72,3,16.5,"",●,"","","","",●,"",●,"",98,～,"",98,602,448,278,""
"",クボタ,B72,6,16.5,"",●,"","","","","",●,●,"",98,～,"",98,632,353,148,""
"",クボタ,GB150,3,15,"",●,"","","","",●,"",●,"",01,～,"",01,463,401,278,""
"",クボタ,GB16,5,16,"",●,"","","","",●,"",●,"",96,～,"",96,540,450,324,""
"",クボタ,GB16,4,16,"",●,"","","","",●,"","",●,96,～,"",96,500,421,284,""
"",クボタ,GB16,6,16,"",●,"","","","","",●,●,"",96,～,"",96,671,425,280,""
"",クボタ,GB160,4,16,"",●,"","","","",●,"",●,"",00,～,"",00,509,452,370,""
"",クボタ,GB160,3,16,"",●,"","","","","",●,●,"",00,～,"",00,800,666,550,""
"",クボタ,GB18,4,18,"",●,"","","","",●,"",●,"",96,～,"",96,648,464,200,""
"",クボタ,GB18,3,18,"",●,"","","","",●,"","",●,96,～,"",96,600,472,352,""
"",クボタ,GB18,3,18,"",●,"","","","","",●,●,"",96,～,"",96,550,321,97,""
"",クボタ,GB180,11,18,"",●,"","","","",●,"",●,"",00,～,"",00,648,553,398,""
"",クボタ,GL-19,3,19,"",●,"","","","","",●,●,"",90,～,"",90,540,491,463,""
"",クボタ,L1-18,3,18,"",●,"","","","","",●,●,"",83,～,"",83,205,205,205,""
"",クボタ,T22,3,16.2,"",●,"","","","","",●,●,"",99,～,"",99,650,475,333,""
"",ヤンマー,AF116,3,16,"",●,"","","","",●,"",●,"",01,～,"",02,694,617,556,""
"",ヤンマー,AF118,3,18,"",●,"","","","",●,"",●,"",00,～,"",04,963,722,556,""
"",ヤンマー,AF-160,4,16,"",●,"","","","",●,"",●,"",98,～,"",02,648,518,463,""
"",ヤンマー,AF-180,3,18,"",●,"","","","",●,"",●,"",98,～,"",02,750,512,93,""
"",ヤンマー,EF118,3,18,"",●,"","","","",●,"",●,"",96,～,"",08,1000,889,833,""
"",ヤンマー,KE-50,6,15,"",●,"","","","",●,"",●,"",98,～,"",00,741,548,370,""
"",ヤンマー,KE-60,3,17,"",●,"","","","",●,"",●,"",85,～,"",99,694,519,352,""
