2　乗用型田植機(クランク式・ロータリー式),"","","","","","","","","","","","","","","",""
"",(1)3～4条,"","","","","","","","","","","","","","",""
"",④東海,"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式　　　　(派生を含む),台数,条数,植付け方式,"",施肥機,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",クランク,ロータリー,有,無,"","","","",最高,平均,最低,""
"",ヰセキ,PK43,6,4,●,"","",●,97,～,"",01,260,161,80,""
"",ヰセキ,PM40,4,4,"",●,"",●,95,～,"",04,230,145,80,""
"",ヰセキ,PM43,10,4,"",●,●,"",98,～,"",09,400,300,150,""
"",ヰセキ,PM43,3,4,"",●,"",●,97,～,"",00,250,213,190,""
"",ヰセキ,PP4,9,4,●,"","",●,00,～,"",05,235,131,32,""
"",ヰセキ,PP43,13,4,●,"","",●,02,～,"",07,294,184,78,""
"",ヰセキ,PPZ4,3,4,●,"","",●,09,～,"",11,464,363,300,""
"",ヰセキ,PQ4,12,4,"",●,●,"",03,～,"",10,750,568,420,""
"",ヰセキ,PQ4,5,4,"",●,"",●,02,～,"",04,432,348,250,""
"",ヰセキ,PQZ4,6,4,"",●,●,"",09,～,"",12,850,731,600,""
"",ヰセキ,PQZ4,3,4,"",●,"",●,08,～,"",12,460,424,380,""
"",ヰセキ,PQZ43,3,4,"",●,●,"",13,～,"",14,1200,1071,1000,""
"",クボタ,JC4,10,4,●,"","",●,02,～,"",03,320,178,74,""
"",クボタ,JC4A,4,4,●,"","",●,05,～,"",05,200,164,139,""
"",クボタ,SPJ400,4,4,"",●,"",●,97,～,"",98,315,193,28,""
"",クボタ,SPJ40A,9,4,"",●,●,"",01,～,"",03,417,310,133,""
"",クボタ,SPJ40A,3,4,"",●,"",●,01,～,"",03,376,229,30,""
"",クボタ,SPU45P,9,4,"",●,●,"",04,～,"",07,565,471,370,""
"",クボタ,SPU45P,5,4,"",●,"",●,04,～,"",04,556,369,265,""
"",三菱,LV4,3,4,"",●,"",●,06,～,"",06,700,604,463,""
"",ヤンマー,PE-1,11,4,●,"","",●,99,～,"",01,259,170,07,""
"",ヤンマー,PE-1A,6,4,●,"","",●,01,～,"",02,278,218,28,""
"",ヤンマー,PE-1L,3,4,●,"","",●,04,～,"",04,200,175,139,""
"",ヤンマー,PE-1X,7,4,●,"","",●,04,～,"",06,387,290,157,""
"",ヤンマー,PE-4,9,4,●,"","",●,91,～,"",02,185,47,03,""
"",ヤンマー,PE-40,4,4,●,"","",●,96,～,"",98,278,156,03,""
"",ヤンマー,PE-40R,3,4,"",●,"",●,99,～,"",99,269,241,185,""
"",ヤンマー,PE-4AR,6,4,"",●,"",●,99,～,"",00,352,290,185,""
"",ヤンマー,PES-1,14,4,●,"","",●,06,～,"",07,505,348,230,""
"",ヤンマー,RR4,3,4,"",●,●,"",00,～,"",01,417,141,03,""
"",ヤンマー,RR40,3,4,"",●,"",●,93,～,"",93,200,74,03,""
"",ヤンマー,RR400,8,4,"",●,●,"",95,～,"",95,200,94,03,""
"",ヤンマー,RR400,8,4,"",●,"",●,92,～,"",96,300,150,28,""
"",ヤンマー,VP1,6,4,"",●,"",●,10,～,"",10,537,430,300,""
"",ヤンマー,VP4,6,4,"",●,●,"",01,～,"",06,602,458,278,""
"",ヤンマー,VP40,5,4,"",●,●,"",07,～,"",09,787,522,350,""
