1　乗用型トラクター(2駆・4駆・クローラ),"","","","","","","","","","","","","","","","","","","","","",""
"",(7)50～70馬力,"","","","","","","","","","","","","","","","","","","","",""
"",⑤九州,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式,台数,馬力,駆動方式,"","","",安全フレーム,"","","",ロータリ,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",2駆,4駆,ハーフ,フル,キャビン,４柱,２柱,フレ無し,有り,無し,"","","","",最高,平均,最低,""
"",クボタ,GM56(ROPS),4,56,"",●,"","","","",●,"","",●,98,～,"",98,1858,1263,417,""
"",クボタ,GM60Q,4,60,"",●,"","",●,"","","","",●,02,～,"",02,2685,2473,2300,""
"",クボタ,GM64Q,3,64,"",●,"","",●,"","","","",●,98,～,"",98,2890,2671,2272,""
"",クボタ,KL500H,3,50,"",●,"","",●,"","","",●,"",04,～,"",04,2821,2274,1500,""
"",クボタ,KL505H(PC),4,50,"","",●,"",●,"","","","",●,07,～,"",07,3400,2837,2578,""
"",クボタ,KL53ZH,3,53,"",●,"","",●,"","","","",●,11,～,"",11,4450,3791,2963,""
"",クボタ,KL53ZH(PC),4,53,"","",●,"",●,"","","","",●,11,～,"",11,4083,3860,3526,""
"",クボタ,KL5550H,3,55,"",●,"","",●,"","","","",●,09,～,"",09,3243,3149,3080,""
"",クボタ,KL555H,3,55,"",●,"","",●,"","","",●,"",07,～,"",07,3537,2839,1481,""
"",クボタ,KL58ZH,4,58,"",●,"","",●,"","","",●,"",11,～,"",11,5019,4507,4300,""
"",クボタ,KL58ZH(PC),4,58,"","",●,"",●,"","","","",●,11,～,"",11,4610,4354,4200,""
"",クボタ,MZ65,4,65,"",●,"","",●,"","","","",●,06,～,"",06,3750,3359,3104,""
"",ヤンマー,AF650,4,50,"",●,"","","","",●,"","",●,01,～,"",02,2315,1799,1481,""
"",ヤンマー,AF660,5,60,"",●,"","","","",●,"","",●,99,～,"",02,2454,2157,1852,""
"",ヤンマー,F535,6,53,"",●,"","","","",●,"","",●,92,～,"",00,981,744,231,""
"",ヤンマー,JD-2250,3,66,"",●,"","","","","",●,"",●,92,～,"",92,370,370,370,""
"",ヤンマー,US550,11,50,"",●,"","","","","",●,"",●,01,～,"",02,2500,1918,463,""
